REGION,DISTRICT,WARD,SCHOOL NAME,SCHOOL REG. NUMBER,NECTA EXAM CENTRE NO.,SCHOOL OWNERSHIP,Form 1-Boys,Form 1-Girls,Form 2-Boys,Form 2-Girls,Form 3-Boys,Form 3-Girls,Form 4-Boys,Form 4-Girls,Form 5-Boys,Form 5-Girls,Form 6-Boys,Form 6-Girls,Total Boys,Total Girls,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR,Pass Rate (2016),AVERAGE GPA 2016,BAND OF SCHOOL 2016,BAND OF SCHOOL 2015,RANK OF SCHOOL 2016,RANK OF SCHOOL 2015,Candidates
MWANZA,SENGEREMA,KAGUNGA,NYANCHENCHE,S.1775,S3677,GOVERNMENT,72,50,44,23,25,14,13,13,,,,,154,100,11,5,11,5,15.9,15.9,56,4.2808,7,8,1969,776,MORE THAN 40
MWANZA,SENGEREMA,KASUNGAMILE,KASUNGAMILE,S.1776,S2209,GOVERNMENT,117,95,65,80,30,16,30,16,,,,,242,207,20,2,19,2,20.4,21.4,48,4.5381,9,8,2978,2295,MORE THAN 40
KAGERA,KARAGWE,NYABIYONZA,CHABALISA,S.1777,S3680,GOVERNMENT,71,89,47,55,14,15,22,33,,,,,154,192,18,3,18,3,16.5,16.5,82,4.0775,7,8,1240,1918,MORE THAN 40
DAR ES SALAAM,UBUNGO,MAKUBURI,YUSUF R. MAKAMBA,S.1778,S1806,GOVERNMENT,203,202,152,157,136,118,107,97,,,,,598,574,14,38,14,38,22.5,22.5,55,4.3828,8,8,2384,2296,MORE THAN 40
DAR ES SALAAM,UBUNGO,MBEZI,MBEZI INN,S.1779,S1880,GOVERNMENT,202,232,136,159,122,147,133,132,,,,,593,670,15,30,13,30,28.1,29.4,70,4.2354,7,7,1788,1055,MORE THAN 40
PWANI,KIBITI,MTAWANYA,KIBITI,S.178,,GOVERNMENT,,,,,,,,,460,0,400,0,860,0,27,15,26,15,20.5,21.0,,,,,,,
MOROGORO,MOROGORO MC,CHAMWINO,MGULASI,S.1780,S1774,GOVERNMENT,127,182,141,148,93,130,94,119,,,,,455,579,32,25,32,25,18.1,18.1,48,4.4631,8,9,2730,3102,MORE THAN 40
MOROGORO,MOROGORO MC,KIHONDA,ULUGURU,S.1781,S1681,GOVERNMENT,119,100,65,46,39,52,28,26,,,,,251,224,20,22,20,22,11.3,11.3,45,4.4932,8,9,2838,3295,MORE THAN 40
MOROGORO,MVOMERO,MLALI,KIPERA,S.1782,S1640,GOVERNMENT,70,133,80,135,43,63,28,30,,,,,221,361,30,26,25,26,10.4,11.4,51,4.4304,8,8,2591,2115,MORE THAN 40
PWANI,BAGAMOYO,YOMBO,MATIMBWA,S.1783,S2671,GOVERNMENT,70,69,64,94,27,82,27,43,,,,,188,288,25,18,25,18,11.1,11.1,32,4.6826,9,9,3224,2890,MORE THAN 40
PWANI,CHALINZE,BWILINGU,CHALINZE,S.1784,S1726,GOVERNMENT,126,127,188,139,146,165,119,111,,,,,579,542,22,36,21,36,19.3,19.7,75,4.0315,7,7,1128,1177,MORE THAN 40
KILIMANJARO,ROMBO,ALENI,KENI,S.1785,S3101,GOVERNMENT,101,64,66,69,49,70,35,67,,,,,251,270,17,21,16,20,13.7,14.5,79,3.9496,6,7,922,1318,MORE THAN 40
PWANI,MAFIA,KIRONGWE,KIRONGWE,S.1786,S1778,GOVERNMENT,21,23,22,29,12,26,12,12,,,,,67,90,15,6,15,6,7.5,7.5,53,4.4155,8,7,2531,698,MORE THAN 40
NJOMBE,WANGING'OMBE,SAJA,SAJA,S.1787,S3523,GOVERNMENT,63,87,42,72,22,47,23,33,,,,,150,239,15,6,10,4,18.5,27.8,80,4.2059,7,8,1660,2669,MORE THAN 40
IRINGA,IRINGA,IFUNDA,LYANDEMBELA,S.1788,S2547,GOVERNMENT,98,94,75,81,50,61,60,76,,,,,283,312,26,13,26,13,15.3,15.3,91,4.0434,7,8,1154,2093,MORE THAN 40
ARUSHA,MERU,KIKATITI,NASHOLI,S.1789,S1878,GOVERNMENT,53,78,46,58,40,37,23,31,,,,,162,204,25,23,25,23,7.6,7.6,60,4.3336,8,8,2197,2158,MORE THAN 40
KAGERA,MULEBA,MAGATA/KARUTANGA,KISHOJU,S.179,S0360,GOVERNMENT,96,83,103,119,56,57,55,48,131,118,116,83,557,508,26,16,26,15,25.4,26.0,77,4.0777,7,7,1241,1644,MORE THAN 40
ARUSHA,MERU,KIKWE,KIKWE,S.1790,S1844,GOVERNMENT,66,77,56,87,25,52,30,43,,,,,177,259,31,20,30,20,8.5,8.7,80,4.1834,7,8,1585,1951,MORE THAN 40
ARUSHA,ARUSHA,OLORIEN,KIRANYI,S.1791,S1864,GOVERNMENT,202,223,203,235,138,192,79,118,,,,,622,768,26,57,26,56,16.7,17.0,43,4.5082,9,9,2892,3024,MORE THAN 40
ARUSHA,MERU,MARORONI,MARORONI,S.1792,S1839,GOVERNMENT,32,57,21,68,30,36,11,34,,,,,94,195,37,10,37,9,6.1,6.3,62,4.2333,7,10,1779,3434,MORE THAN 40
MOROGORO,MVOMERO,KIBATI,UNGULU,S.1793,S2280,GOVERNMENT,40,63,55,91,16,15,12,13,,,,,123,182,14,2,12,0,19.1,25.4,43,4.5819,9,10,1334,1132,LESS THAN 40
MOROGORO,MVOMERO,MTIBWA,MTIBWA,S.1794,S1745,GOVERNMENT,113,92,101,147,47,65,39,42,,,,,300,346,21,11,16,8,20.2,26.9,59,4.3974,8,9,2441,3045,MORE THAN 40
MOROGORO,KILOSA,RUDEWA,BETTY MITCHEL,S.1795,S2513,NON-GOVERNMENT,5,4,10,9,10,6,17,17,,,,,42,36,5,2,3,2,11.1,15.6,,,,,,,
PWANI,KIBAHA,KWALA,KWALA,S.1796,S3632,GOVERNMENT,23,67,31,80,17,40,19,30,,,,,90,217,9,14,9,14,13.3,13.3,28,4.6985,9,8,3238,2664,MORE THAN 40
PWANI,MKURANGA,MWANDEGE,VICTORY,S.1797,S1619,NON-GOVERNMENT,34,36,66,81,101,102,92,87,,,,,293,306,23,4,23,4,22.2,22.2,100,3.4075,5,5,404,277,MORE THAN 40
TABORA,SIKONGE,KIPANGA,MIBONO,S.1798,S1826,GOVERNMENT,37,36,21,29,23,15,9,8,,,,,90,88,16,4,16,4,8.9,8.9,43,4.4941,8,7,1224,708,LESS THAN 40
TABORA,SIKONGE,IPOLE,UGUNDA,S.1799,S1829,GOVERNMENT,36,32,31,29,20,11,13,8,,,,,100,80,16,5,3,2,8.6,36.0,72,3.9796,6,7,456,441,LESS THAN 40
KAGERA,BUKOBA,NYAKATO,NYAKATO,S.18,,GOVERNMENT,,,,,,,,,302,0,227,0,529,0,27,9,27,9,14.7,14.7,,,,,,,
KILIMANJARO,MOSHI,KILEMA KASKAZINI,LOMBETA,S.180,S0371,NON-GOVERNMENT,16,17,23,23,17,22,21,32,,,,,77,94,10,2,9,2,14.3,15.5,93,3.5833,6,6,501,750,MORE THAN 40
TABORA,SIKONGE,MOLE,MOLE,S.1800,S3604,GOVERNMENT,40,38,36,44,30,9,11,13,,,,,117,104,18,5,18,5,9.6,9.6,65,4.2529,7,7,906,709,LESS THAN 40
DODOMA,DODOMA MC,TAMBUKARELI,DCT JUBILEE,S.1801,S1621,NON-GOVERNMENT,28,54,36,48,51,75,53,86,,,,,168,263,9,5,9,4,30.8,33.2,89,3.9388,6,6,895,781,MORE THAN 40
MARA,MUSOMA MC,MAKOKO,J.W. BUKANGA,S.1802,S1625,NON-GOVERNMENT,6,7,29,17,36,18,45,27,20,5,13,2,149,76,14,3,6,0,13.2,37.5,89,3.7695,6,6,666,705,MORE THAN 40
MOROGORO,KILOMBERO,MWAYA,MT. UDZUNGWA,S.1803,S1632,NON-GOVERNMENT,1,5,14,8,9,5,16,9,,,,,40,27,8,1,7,1,7.4,8.4,76,4.1622,7,8,748,2810,LESS THAN 40
PWANI,KIBITI,MAHEGE,MAHEGE,S.1804,S1881,GOVERNMENT,50,72,38,40,17,14,14,24,,,,,119,150,17,10,17,10,10.0,10.0,43,4.5414,9,9,2989,2945,MORE THAN 40
PWANI,KIBITI,KIBITI,ZIMBWINI,S.1805,S1736,GOVERNMENT,141,169,129,158,94,128,63,78,,,,,427,533,21,22,21,22,22.3,22.3,40,4.6008,9,9,3123,2877,MORE THAN 40
IRINGA,IRINGA,IFUNDA,IFUNDA GIRLS,S.1806,,GOVERNMENT,,,,,,,,,0,301,0,270,0,571,15,10,15,10,22.8,22.8,,,,,,,
KILIMANJARO,MOSHI,MABOGINI,MTAKUJA,S.1807,S2521,NON-GOVERNMENT,33,29,30,36,39,32,28,39,,,,,130,136,11,1,9,1,22.2,26.6,96,3.6104,6,5,526,418,MORE THAN 40
MBEYA,RUNGWE,KINYALA,LUBALA,S.1808,S1645,NON-GOVERNMENT,52,41,168,148,170,168,104,86,83,24,88,14,665,481,26,7,22,6,34.7,40.9,100,3.1889,5,5,307,321,MORE THAN 40
MWANZA,ILEMELA MC,NYASAKA,NYASAKA ISLAMIC SEMINARI,S.1809,S1665,NON-GOVERNMENT,70,80,50,75,85,95,80,99,25,26,7,24,317,399,39,9,38,9,14.9,15.2,100,2.8503,4,4,191,190,MORE THAN 40
PWANI,MKURANGA,MWANDEGE,MSERU,S.1810,S1639,NON-GOVERNMENT,10,14,16,19,16,18,18,15,,,,,60,66,6,2,3,2,15.8,25.2,68,4.2432,7,7,892,1301,LESS THAN 40
DAR ES SALAAM,KINONDONI MC,MSASANI,SIERRA,S.1811,S1634,NON-GOVERNMENT,7,16,8,9,3,5,13,10,,,,,31,40,4,3,4,1,10.1,14.2,42,4.5098,9,7,1242,659,LESS THAN 40
DAR ES SALAAM,UBUNGO,KIBAMBA,HERI,S.1812,S1642,NON-GOVERNMENT,8,13,16,15,23,12,30,18,4,3,,,81,61,12,3,5,2,9.5,20.3,94,3.7128,6,6,605,542,MORE THAN 40
MOROGORO,IFAKARA TC,VIWANJASITINI,TECHFORT,S.1813,S1643,NON-GOVERNMENT,36,23,40,47,47,45,27,14,,,,,150,129,12,1,6,0,21.5,46.5,91,3.8455,6,5,750,425,MORE THAN 40
GEITA,BUKOMBE,IGULWA,QUEEN OF APOSTLE USHIROMBO SEMINARI,S.1814,S1646,NON-GOVERNMENT,42,0,37,0,30,0,24,0,,,,,133,0,9,1,9,1,13.3,13.3,100,2.137,3,2,18,9,LESS THAN 40
MOROGORO,GAIRO,NONGWE,NONGWE,S.1815,S3588,GOVERNMENT,54,86,36,48,19,19,16,11,,,,,125,164,12,2,11,2,20.6,22.2,45,4.6044,9,8,1347,941,LESS THAN 40
ARUSHA,MERU,KING'ORI,LEKI,S.1816,S1683,NON-GOVERNMENT,17,27,22,22,22,20,28,13,,,,,89,82,6,4,6,4,17.1,17.1,93,4.0691,7,5,587,422,LESS THAN 40
DAR ES SALAAM,TEMEKE MC,TOANGOMA,STANLEY,S.1817,S1670,NON-GOVERNMENT,66,28,89,38,39,25,31,30,,,,,225,121,13,2,12,2,23.1,24.7,100,2.414,3,3,90,84,MORE THAN 40
DAR ES SALAAM,KINONDONI MC,KUNDUCHI,BAHARI BEACH,S.1818,,NON-GOVERNMENT,15,23,6,7,7,5,11,12,7,0,9,6,55,53,7,5,6,5,9.0,9.8,,,,,,,
IRINGA,KILOLO,MTITU,ST. MICHAEL,S.1819,S1684,NON-GOVERNMENT,20,31,35,26,24,32,25,37,,,,,104,126,10,3,10,3,17.7,17.7,100,3.7839,6,6,686,573,MORE THAN 40
TANGA,LUSHOTO,GARE,KIFUNGILO GIRLS,S.182,S0224,NON-GOVERNMENT,0,119,0,121,0,92,0,73,0,80,0,42,0,527,21,9,21,9,17.6,17.6,100,1.7412,2,2,9,22,MORE THAN 40
IRINGA,IRINGA MC,MKWAWA,SPRING VALLEY GIRLS',S.1820,S0277,NON-GOVERNMENT,0,47,0,50,0,77,0,43,,,,,0,217,6,2,0,0,27.1,#DIV/0!,100,2.6493,4,4,45,118,LESS THAN 40
KAGERA,BUKOBA MC,KAGONDO,PEACE,S.1821,S1689,NON-GOVERNMENT,4,7,24,16,21,30,24,24,,,16,5,89,82,13,1,11,1,12.2,14.3,98,3.3749,5,4,390,189,MORE THAN 40
KIGOMA,KASULU TC,MURUBONA,MURUBONA MUSLIM,S.1823,S1765,NON-GOVERNMENT,48,63,74,86,50,43,40,31,,,,,212,223,17,2,8,2,22.9,43.5,100,3.1473,5,5,287,271,MORE THAN 40
IRINGA,KILOLO,IBUMU,IMAGE,S.1824,S1770,NON-GOVERNMENT,59,55,61,55,65,65,75,44,39,21,13,6,312,246,25,6,24,5,18.0,19.2,100,3.2368,5,5,326,266,MORE THAN 40
KILIMANJARO,SIHA,OLKOLILI,ORKOLILI,S.1825,S1707,NON-GOVERNMENT,17,8,25,37,39,37,36,30,,,,,117,112,9,4,3,4,17.6,32.7,98,3.7756,6,6,679,492,MORE THAN 40
DAR ES SALAAM,ILALA MC,SEGEREA,MADIBA,S.1826,S1705,NON-GOVERNMENT,6,7,4,4,7,10,9,10,,,,,26,31,4,2,4,2,9.5,9.5,77,3.9893,6,6,475,602,LESS THAN 40
DAR ES SALAAM,TEMEKE MC,MAKANGARAWE,MAKANGARAWE,S.1827,S1761,NON-GOVERNMENT,2,3,6,16,12,18,21,14,,,,,41,51,9,1,8,1,9.2,10.2,74,4.2529,7,9,907,3124,LESS THAN 40
MWANZA,MWANZA CC,BUHONGWA,CENTRAL BUHONGWA,S.1828,S1756,NON-GOVERNMENT,21,24,25,20,35,28,32,48,,,,,113,120,13,4,13,4,13.7,13.7,100,3.321,5,5,364,258,MORE THAN 40
KIGOMA,KIBONDO,KIBONDO MJINI,BISHOP MPANGO,S.1829,S1740,NON-GOVERNMENT,13,13,21,32,27,24,19,11,,,,,80,80,9,0,8,0,17.8,20.0,100,3.6065,6,6,181,514,LESS THAN 40
MBEYA,KYELA,ITOPE,ITOPE,S.183,S0373,GOVERNMENT,108,75,70,66,40,34,37,25,,,,,255,200,17,21,15,21,12.0,12.6,33,4.6532,9,9,3202,3165,MORE THAN 40
KILIMANJARO,MOSHI MC,SOWETO,BENDEL MEMORIAL,S.1830,S1757,NON-GOVERNMENT,100,0,120,1,126,1,125,0,88,49,93,83,652,134,42,9,42,9,15.4,15.4,100,3.3454,5,3,373,79,MORE THAN 40
IRINGA,KILOLO,BOMALANG'OMBE,BOMALANG'OMBE,S.1831,S1762,NON-GOVERNMENT,15,11,17,18,23,26,31,40,,,,,86,95,11,0,10,0,16.5,18.1,79,3.9497,6,6,923,766,MORE THAN 40
IRINGA,KILOLO,IDETE,LUTANGILO,S.1832,S1763,NON-GOVERNMENT,27,20,24,36,35,33,40,49,,,,,126,138,7,1,5,1,33.0,44.0,88,3.9198,6,6,866,825,MORE THAN 40
IRINGA,KILOLO,UKWEGA,IPALAMWA,S.1833,,NON-GOVERNMENT,5,12,5,19,17,11,13,15,,,,,40,57,7,4,2,3,8.8,19.4,,,,,,,
KILIMANJARO,MOSHI,KINDI,THERESIA,S.1834,S1815,NON-GOVERNMENT,11,5,12,12,8,12,21,24,,,,,52,53,7,1,6,1,13.1,15.0,97,3.6988,6,6,229,852,LESS THAN 40
ARUSHA,ARUSHA,KIRANYI,TRUST PATRICK,S.1835,S1792,NON-GOVERNMENT,52,0,55,0,48,0,66,0,,,,,221,0,13,7,13,7,11.1,11.1,100,2.9566,4,3,219,100,MORE THAN 40
IRINGA,IRINGA,LUMULI,LUMULI,S.1836,S3512,GOVERNMENT,46,62,40,45,29,41,22,35,,,,,137,183,21,17,21,17,8.4,8.4,91,3.9751,6,8,981,2074,MORE THAN 40
KILIMANJARO,MOSHI,KIMOCHI,KIMOCHI,S.1837,S2322,GOVERNMENT,66,63,36,57,22,24,26,35,,,,,150,179,11,9,11,9,16.5,16.5,80,4.2851,7,8,1987,2317,MORE THAN 40
TANGA,KILINDI,MVUNGWE,MAFISA,S.1838,S3790,GOVERNMENT,44,47,39,35,42,36,36,44,,,,,161,162,14,6,13,6,16.2,17.0,90,3.9903,6,6,1014,516,MORE THAN 40
NJOMBE,NJOMBE TC,MJIMWEMA,VENITE,S.1839,S4003,NON-GOVERNMENT,37,31,46,58,42,51,58,70,,,,,183,210,12,1,11,1,30.2,32.8,100,3.3981,5,6,400,450,MORE THAN 40
RUVUMA,NAMTUMBO,HANGA,HANGA SEMINARI,S.184,S0157,NON-GOVERNMENT,59,0,57,0,53,0,53,0,,,,,222,0,11,1,5,1,18.5,37.0,100,2.6698,4,4,147,49,MORE THAN 40
TANGA,LUSHOTO,KWEMSHASHA,KISABA,S.1840,S3597,GOVERNMENT,47,92,50,79,29,63,25,38,,,,,151,272,14,7,14,7,20.1,20.1,75,4.0804,7,7,1247,1668,MORE THAN 40
ARUSHA,ARUSHA CC,KIMANDOLU,KIMASEKI,S.1841,S1840,GOVERNMENT,154,162,168,130,116,107,85,131,,,,,523,530,23,33,23,33,18.8,18.8,56,4.4042,8,7,2474,1527,MORE THAN 40
ARUSHA,LONGIDO,KETUMBEINE,KETUMBEINE,S.1842,S4060,GOVERNMENT,48,79,80,79,71,75,48,24,,,,,247,257,27,10,25,10,13.6,14.4,77,4.2413,7,9,1826,2904,MORE THAN 40
ARUSHA,ARUSHA CC,OLOIRIEN,OLORIENI,S.1843,S3884,GOVERNMENT,87,112,120,128,109,124,160,197,,,,,476,561,19,23,16,23,24.7,26.6,77,4.1881,7,8,1606,1863,MORE THAN 40
MANYARA,BABATI TC,SINGE,FREDRICK TLUWAY SUMAYE,S.1844,S4000,GOVERNMENT,42,70,31,62,31,56,24,35,,,,,128,223,28,16,28,16,8.0,8.0,70,4.1351,7,7,1416,1588,MORE THAN 40
MANYARA,SIMANJIRO,NAISINYAI,NAISINYAI,S.1845,S3487,GOVERNMENT,68,62,65,58,31,31,9,18,,,,,173,169,15,4,15,4,18.0,18.0,87,3.9917,6,7,1016,1521,MORE THAN 40
MANYARA,BABATI,DURU,DURU,S.1846,S3938,GOVERNMENT,32,27,26,27,15,25,17,22,,,,,90,101,12,3,11,2,12.7,14.7,88,3.9451,6,7,914,1463,MORE THAN 40
KAGERA,NGARA,RUSUMO,RUSUMO,S.1847,S3591,GOVERNMENT,68,89,85,75,35,25,23,30,,,,,211,219,18,9,18,9,15.9,15.9,93,4.0254,7,9,521,3160,LESS THAN 40
ARUSHA,MONDULI,MAKUYUNI,LOWASSA,S.1848,S1803,GOVERNMENT,76,100,88,116,92,100,85,81,,,,,341,397,33,16,33,16,15.1,15.1,75,4.0872,7,8,1269,2661,MORE THAN 40
MTWARA,MASASI,CHIKUKWE,ISDORE SHIRIMA,S.1849,S1812,GOVERNMENT,20,28,35,80,25,22,13,23,,,,,93,153,9,8,9,8,14.5,14.5,51,4.4319,8,10,1162,3402,LESS THAN 40
NJOMBE,WANGING'OMBE,KIDUGALA,KIDUGALA,S.185,S0167,NON-GOVERNMENT,44,75,74,44,50,35,41,26,42,19,45,24,296,223,23,3,20,3,20.0,22.6,100,2.1911,3,3,49,88,MORE THAN 40
MTWARA,NANYAMBA,MNIMA,MNIMA,S.1850,S3807,GOVERNMENT,58,31,63,71,40,36,30,16,,,,,191,154,17,3,17,3,17.3,17.3,58,4.5336,9,8,1280,2402,LESS THAN 40
MTWARA,MTWARA,DIHIMBA,DIHIMBA,S.1851,S3810,GOVERNMENT,66,69,51,51,30,34,15,28,,,,,162,182,22,4,22,4,13.2,13.2,63,4.2985,7,7,2058,1567,MORE THAN 40
MTWARA,TANDAHIMBA,NGUNJA,NGUNJA,S.1852,S2434,GOVERNMENT,51,61,43,88,25,19,14,11,,,,,133,179,9,3,9,3,26.0,26.0,67,4.2857,7,7,956,406,LESS THAN 40
MTWARA,TANDAHIMBA,MDIMBA MNYOMA,MDIMBA,S.1853,S2435,GOVERNMENT,72,74,76,86,38,29,36,17,,,,,222,206,12,1,12,1,32.9,32.9,51,4.3515,8,9,2260,3320,MORE THAN 40
MTWARA,TANDAHIMBA,MKUNDI,MKUNDI,S.1854,S2424,GOVERNMENT,45,38,44,64,31,37,19,8,,,,,139,147,6,3,6,3,31.8,31.8,64,4.2824,7,7,1974,526,MORE THAN 40
MTWARA,TANDAHIMBA,MAUNDO,MAUNDO,S.1855,S2436,GOVERNMENT,79,89,58,106,58,37,20,7,,,,,215,239,8,3,8,3,41.3,41.3,58,4.2898,7,8,2015,859,MORE THAN 40
MTWARA,NEWALA,MTOPWA,MTOPWA,S.1856,S3607,GOVERNMENT,44,61,54,37,36,35,14,8,,,,,148,141,7,1,7,1,36.1,36.1,97,4.1688,7,7,766,414,LESS THAN 40
MTWARA,NEWALA,KITANGARI,MPOTOLA,S.1857,S3767,GOVERNMENT,64,65,56,88,35,57,43,20,,,,,198,230,14,3,14,3,25.2,25.2,81,4.2358,7,8,1789,2478,MORE THAN 40
MTWARA,NEWALA,CHILANGALA,MIKUMBI,S.1858,S4005,GOVERNMENT,40,34,44,69,27,41,9,8,,,,,120,152,6,3,6,3,30.2,30.2,60,4.3609,8,8,1061,2529,LESS THAN 40
MTWARA,TANDAHIMBA,LYENJE,LIENJE,S.1859,S2437,GOVERNMENT,27,14,15,15,7,10,9,9,,,,,58,48,12,6,12,6,5.9,5.9,46,4.3732,8,9,1078,1014,LESS THAN 40
MTWARA,NEWALA,MCHEMO,LENGO,S.1860,S3763,GOVERNMENT,58,72,66,74,33,21,18,12,,,,,175,179,8,2,8,2,35.4,35.4,49,4.5319,9,7,1276,508,LESS THAN 40
MTWARA,NEWALA,CHITEKETE,CHITEKETE,S.1861,S3732,GOVERNMENT,54,47,47,35,21,11,8,8,,,,,130,101,7,1,7,1,28.9,28.9,62,4.2127,7,8,844,753,LESS THAN 40
MTWARA,MASASI,NANGANGA,NANGANGA,S.1862,S3670,GOVERNMENT,26,35,34,48,27,16,17,17,,,,,104,116,9,4,9,4,16.9,16.9,40,4.5005,9,9,2868,3301,MORE THAN 40
MTWARA,MASASI TC,CHANIKANGUO,MPINDIMBI,S.1863,S3704,GOVERNMENT,39,29,39,19,38,30,16,8,,,,,132,86,14,9,14,9,9.5,9.5,50,4.5468,9,9,1300,3326,LESS THAN 40
MTWARA,MASASI,NAMAJANI,NAMAJANI,S.1864,S2372,GOVERNMENT,52,47,68,80,22,30,22,16,,,,,164,173,12,0,12,0,28.1,28.1,75,4.3333,8,9,1028,3066,LESS THAN 40
MTWARA,NANYUMBU,MIKANGAULA,MIKANGAULA,S.1865,S3517,GOVERNMENT,53,58,43,80,24,27,14,17,,,,,134,182,20,8,20,8,11.3,11.3,32,4.6464,9,9,1378,3062,LESS THAN 40
MTWARA,MASASI,NANJOTA,NANJOTA,S.1866,S3685,GOVERNMENT,28,28,47,34,24,31,15,4,,,,,114,97,10,2,10,2,17.6,17.6,52,4.3583,8,8,1059,2513,LESS THAN 40
MTWARA,MASASI,LULINDI,LULINDI,S.1867,S3752,GOVERNMENT,37,33,51,54,16,24,16,7,,,,,120,118,9,2,9,2,21.6,21.6,69,4.2423,7,9,890,3222,LESS THAN 40
MTWARA,MASASI,MCHAURU,NAMOMBWE,S.1868,S3695,GOVERNMENT,27,37,48,48,29,24,12,13,,,,,116,122,9,2,9,2,21.6,21.6,50,4.0268,7,8,525,2154,LESS THAN 40
MTWARA,MASASI,NAMALENGA,NAMALENGA,S.1869,S2545,GOVERNMENT,41,71,46,56,21,24,23,9,,,,,131,160,10,3,10,3,22.4,22.4,60,4.4002,8,7,2457,422,MORE THAN 40
RUVUMA,TUNDURU,MAJENGO,TUNDURU,S.187,S0404,GOVERNMENT,,,,,,,55,0,225,0,218,0,498,0,23,7,23,7,16.6,16.6,94,3.771,6,0,672,0,MORE THAN 40
LINDI,NACHINGWEA,STESHENI,STESHENI,S.1870,S3729,GOVERNMENT,77,81,55,62,39,33,17,19,,,,,188,195,18,14,18,14,12.0,12.0,66,4.3086,8,9,2095,3034,MORE THAN 40
LINDI,NACHINGWEA,LIONJA,LIONJA,S.1871,S3731,GOVERNMENT,41,17,28,23,13,12,9,10,,,,,91,62,8,6,5,5,10.9,15.3,34,4.5242,9,8,1266,949,LESS THAN 40
DAR ES SALAAM,ILALA MC,CHANIKA,DR.DIDASI MASABURI,S.1872,S1796,NON-GOVERNMENT,11,20,23,19,39,28,29,34,,,,,102,101,12,2,10,2,14.5,16.9,94,3.7322,6,5,629,398,MORE THAN 40
PWANI,KISARAWE,KILUVYA,OSLO,S.1873,S1814,NON-GOVERNMENT,6,8,7,11,15,5,10,10,,,,,38,34,6,1,0,0,10.3,#DIV/0!,100,3.8567,6,7,329,1757,LESS THAN 40
MBEYA,MBARALI,CHIMALA,IGUMBILO,S.1874,S0278,NON-GOVERNMENT,0,145,0,101,0,91,0,80,,,,,0,417,14,3,9,3,24.5,34.8,100,2.7719,4,4,174,205,MORE THAN 40
RUKWA,SUMBAWANGA MC,IZIA,TAWHEED,S.1875,S1842,NON-GOVERNMENT,13,14,17,17,23,27,21,19,,,,,74,77,10,0,6,0,15.1,25.2,100,3.4067,5,5,403,390,MORE THAN 40
MWANZA,SENGEREMA,CHIFUNFU,JUVENARY BUZINZA,S.1876,S1823,NON-GOVERNMENT,18,20,16,15,18,26,19,14,,,,,71,75,9,2,7,2,13.3,16.2,100,3.4077,5,5,134,108,LESS THAN 40
TABORA,NZEGA,MWAMALA,MWAMALA,S.1877,S3659,GOVERNMENT,82,87,43,17,24,19,20,9,,,,,169,132,10,2,2,0,25.1,150.5,76,4.1054,7,7,1319,1358,MORE THAN 40
TABORA,IGUNGA,CHOMACHANKOLA,CHOMA,S.1878,S3832,GOVERNMENT,97,123,92,86,39,32,26,21,,,,,254,262,11,2,7,1,39.7,64.5,52,4.3773,8,7,2362,1360,MORE THAN 40
TABORA,IGUNGA,NDEMBEZI,NDEMBEZI,S.1879,S4106,GOVERNMENT,78,105,42,53,41,32,17,21,,,,,178,211,14,5,14,5,20.5,20.5,52,4.2944,7,8,2037,2080,MORE THAN 40
KAGERA,BUKOBA MC,KAHORORO,MUGEZA,S.188,S0407,GOVERNMENT,85,79,58,47,52,47,50,45,,,,,245,218,21,6,20,6,17.1,17.8,47,4.4856,8,8,2806,2747,MORE THAN 40
TABORA,URAMBO,ITUNDU,MATWIGA,S.1880,S3714,GOVERNMENT,77,65,54,55,43,37,24,11,,,,,198,168,12,3,9,3,24.4,30.5,69,3.9872,6,7,1006,1212,MORE THAN 40
TABORA,KALIUA,KASHISHI,KASHISHI,S.1881,S2531,GOVERNMENT,150,101,85,60,49,25,55,23,53,37,42,25,434,271,16,7,16,7,30.7,30.7,74,4.1565,7,6,1492,740,MORE THAN 40
TABORA,KALIUA,KAZAROHO,KAZAROHO,S.1882,S4041,GOVERNMENT,125,120,90,50,43,30,43,22,,,,,301,222,21,8,21,8,18.0,18.0,84,3.9598,6,7,940,1659,MORE THAN 40
TABORA,URAMBO,UYUMBU,UYUMBU,S.1883,S3788,GOVERNMENT,81,64,64,59,32,30,26,18,47,36,33,13,283,220,12,4,9,4,31.4,38.7,67,4.3276,8,7,2171,1716,MORE THAN 40
MARA,MUSOMA MC,NYAMATARE,NYAMITWEBIRI,S.1884,S1858,GOVERNMENT,94,64,99,81,81,67,52,31,,,,,326,243,10,13,7,6,24.7,43.8,53,4.3541,8,9,2274,2924,MORE THAN 40
MARA,MUSOMA MC,MSHIKAMANO,MSHIKAMANO,S.1885,S1859,GOVERNMENT,166,106,137,101,88,71,64,32,,,,,455,310,16,7,16,6,33.3,34.8,47,4.4898,8,8,2824,2755,MORE THAN 40
MARA,MUSOMA MC,MWISENGE,MWISENGE,S.1886,S1860,GOVERNMENT,132,118,126,154,102,86,81,81,,,,,441,439,19,14,17,13,26.7,29.3,59,4.3564,8,8,2284,2731,MORE THAN 40
